CAS Number,Chemical Name,SMILES,Species Scientific Name,Species Common Name,Species Sub Phylum,Effect,Organism Lifestage,Exposure Duration Mean (Days),Conc 1 Mean (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Units (Standardized)
107-13-1,2-Propenenitrile,C=CC#N,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,30,11.1,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,30,2.6,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,30,6.9,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,25.5,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,14.3,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,11.8,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lagodon rhomboides,Pinfish,Vertebrata,Mortality,Not reported,NR,24.5,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Not reported,NR,32.0,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,NR,24.0,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Young of year,4,10.0,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Young of year,4,28.0,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Oryzias latipes,Japanese Medaka,Vertebrata,Mortality,Not reported,NR,50.0,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Juvenile,NR,18.07,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Juvenile,NR,21.36,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Juvenile,NR,42.33,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Juvenile,NR,42.33,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,NR,23.6,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,NR,18.7,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,NR,25.7,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,NR,120.7,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,NR,618.0,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Not reported,NR,37.4,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Cyprinus carpio,Common Carp,Vertebrata,Mortality,Not reported,NR,24.0,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,NR,30.8,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Ctenopharyngodon idella,Grass Carp,Vertebrata,Mortality,Not reported,NR,8.95,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Ctenopharyngodon idella,Grass Carp,Vertebrata,Mortality,Not reported,NR,5.38,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Ctenopharyngodon idella,Grass Carp,Vertebrata,Mortality,Not reported,NR,4.96,,AI mg/L
107-13-1,2-Propenenitrile,C=CC#N,Ctenopharyngodon idella,Grass Carp,Vertebrata,Mortality,Not reported,NR,9.49,,AI mg/L
109-75-1,3-Butenenitrile,C=CCC#N,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,4,182.0,,AI mg/L
109-75-1,3-Butenenitrile,C=CCC#N,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,4,200.0,~,AI mg/L
109-75-1,3-Butenenitrile,C=CCC#N,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,4,182.0,,AI mg/L
110-49-6,Ethylene glycol monomethyl ether acetate,COCCOC(C)=O,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,1,190.0,,AI mg/L
110-49-6,Ethylene glycol monomethyl ether acetate,COCCOC(C)=O,Menidia beryllina,Inland Silverside,Vertebrata,Mortality,Not reported,4,40.0,,AI mg/L
110-49-6,Ethylene glycol monomethyl ether acetate,COCCOC(C)=O,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,45.0,,AI mg/L
110-99-6,Diglycolic acid,O=C(O)COCC(=O)O,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,2,105.0,,ae ppm
110-99-6,Diglycolic acid,O=C(O)COCC(=O)O,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,2,105.0,,ae ppm
111-55-7,"1,2-Ethanediol, Diacetate",CC(=O)OCCOC(C)=O,Menidia beryllina,Inland Silverside,Vertebrata,Mortality,Not reported,4,78.0,,AI mg/L
111-55-7,"1,2-Ethanediol, Diacetate",CC(=O)OCCOC(C)=O,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,90.0,,AI mg/L
111-77-3,2-(2-Methoxyethoxy)ethanol,COCCOCCO,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,7500.0,,AI mg/L
111-77-3,2-(2-Methoxyethoxy)ethanol,COCCOCCO,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,1,5000.0,>,AI mg/L
111-77-3,2-(2-Methoxyethoxy)ethanol,COCCOCCO,Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not coded,4,960.0,>,AI mg/L
112-34-5,2-(2-Butoxyethoxy)ethanol,CCCCOCCOCCO,Leuciscus idus ssp. melanotus,Carp,Vertebrata,Mortality,Not reported,NR,1805.0,,AI mg/L
112-34-5,2-(2-Butoxyethoxy)ethanol,CCCCOCCOCCO,Leuciscus idus ssp. melanotus,Carp,Vertebrata,Mortality,Not reported,NR,2304.0,,AI mg/L
112-34-5,2-(2-Butoxyethoxy)ethanol,CCCCOCCOCCO,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,4,1300.0,,AI mg/L
112-34-5,2-(2-Butoxyethoxy)ethanol,CCCCOCCOCCO,Menidia beryllina,Inland Silverside,Vertebrata,Mortality,Not reported,4,2000.0,,AI mg/L
112-34-5,2-(2-Butoxyethoxy)ethanol,CCCCOCCOCCO,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,1,2700.0,,AI mg/L
112-36-7,"1,1'-oxybis[2-ethoxy]ethane",CCOCCOCCOCC,Alburnus alburnus,Bleak,Vertebrata,Mortality,Not reported,4,10000.0,>,AI mg/L
112-50-5,Triethyleneglycolmonoethyl ether,CCOCCOCCOCCO,Carassius auratus,Goldfish,Vertebrata,Mortality,Not reported,1,5000.0,>,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Nothobranchius guentheri,Killifish,Vertebrata,Mortality,Fry,NR,3.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Sciaenops ocellatus,Red Drum,Vertebrata,Mortality,Embryo,2,8.2,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Sciaenops ocellatus,Red Drum,Vertebrata,Mortality,Embryo,2,7.6,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Nothobranchius guentheri,Killifish,Vertebrata,Mortality,Fry,NR,6.3,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,4,2.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,4.2,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,4,2.1,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,2.0,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,4,2.9,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,3.0,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,4,2.66,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,4,2.6,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,4,2.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,4,1.2,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,2.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,12,3.3,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,12,7.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,12,5.6,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Juvenile,4,2.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Larva,4,2.709699076,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Larva,10,2.198649376,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,2.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.2,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.3,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.3,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.2,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.8,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.7,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,4.1,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,1.6,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.7,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.8,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.3,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,2.1,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.0,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,2.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,3.1,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,1.6,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,2.58,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Juvenile,4,3.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,3.0,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,3.2,>,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Juvenile,4,2.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,16,3.7,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,16,5.9,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,16,5.9,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,13,3.4,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,13,2.6,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,13,2.5,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,1.2,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,10,2.0,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,10,2.0,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,10,2.1,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Not reported,NR,1.2,,AI mg/L
118-96-7,"2-Methyl-1,3,5-trinitrobenzene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Oncorhynchus mykiss,Rainbow Trout,Vertebrata,Mortality,Juvenile,4,1.5,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Sciaenops ocellatus,Red Drum,Vertebrata,Mortality,Embryo,2,68.0,>,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,7.5,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,11.0,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,5.3,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,10.0,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,18.0,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.8,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.6,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.4,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,10.0,>,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,4,4.5,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Cyprinodon variegatus,Sheepshead Minnow,Vertebrata,Mortality,Juvenile,10,10.28,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Cyprinodon variegatus,Sheepshead Minnow,Vertebrata,Mortality,Juvenile,10,11.66,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Cyprinodon variegatus,Sheepshead Minnow,Vertebrata,Mortality,Juvenile,10,9.87,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.9,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.7,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,13.0,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,5.1,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,10.0,>,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Not reported,NR,32.0,>,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Juvenile,NR,12.7,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,6.0,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Pimephales promelas,Fathead Minnow,Vertebrata,Mortality,Egg,NR,100.0,>,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,4.8,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Ictalurus punctatus,Channel Catfish,Vertebrata,Mortality,Not reported,NR,11.0,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,3.9,,AI mg/L
121-82-4,"Hexahydro-1,3,5-trinitro-1,3,5-triazine",O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,Lepomis macrochirus,Bluegill,Vertebrata,Mortality,Not reported,NR,7.6,,AI mg/L
